"품목별(1)",품목별(2),품목별(3),품목별(4),품목별(5),품목별(6),품목별(7),품목별(8),1965,1965,1966,1966,1967,1967,1968,1968,1969,1969,1970,1970,1971,1971,1972,1972,1973,1973,1974,1974,1975,1975,1976,1976,1977,1977,1978,1978,1979,1979,1980,1980,1981,1981,1982,1982,1983,1983,1984,1984,1985,1985,1986,1986,1987,1987,1988,1988,1989,1989,1990,1990,1991,1991,1992,1992,1993,1993,1994,1994,1995,1995,1996,1996,1997,1997,1998,1998,1999,1999,2000,2000,2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020,2021,2021,2022,2022
"품목별(1)",품목별(2),품목별(3),품목별(4),품목별(5),품목별(6),품목별(7),품목별(8),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원),생산지수,생산금액 (십억원)
"농림업",농업,농업총계,재배업,전매작물,인삼,소계,소계,3.1,0.0,1.9,0.0,1.4,0.0,1.2,0.0,1.5,0.0,8.8,0.0,8.1,0.0,12.0,0.0,27.5,0.0,25.0,0.0,32.4,0.0,34.9,0.0,28.7,0.0,32.6,0.0,24.5,0.0,22.3,0.0,28.6,0.0,35.2,0.0,33.6,0.0,51.7,0.0,53.1,0.0,69.2,0.0,67.3,0.0,69.3,0.0,65.1,171.5,64.9,197.8,71.5,290.7,63.1,248.4,70.4,278.5,66.7,266.5,55.9,283.9,47.4,245.2,52.6,304.9,53.6,313.7,67.7,393.4,63.8,372.8,61.7,373.5,77.8,555.0,70.8,578.4,68.5,568.1,68.0,580.3,92.7,706.9,101.9,799.0,114.9,874.9,128.2,941.2,125.8,938.5,124.8,1066.6,121.7,1083.1,102.6,877.1,98.0,854.6,98.3,819.4,95.2,767.3,108.8,813.4,108.6,830.3,91.4,702.9,111.6,819.1,97.0,704.4,102.8,771.0
"농림업",농업,농업총계,재배업,볏짚,소계,소계,소계,176.1,0.0,173.1,0.0,168.4,0.0,170.9,0.0,204.6,0.0,198.3,0.0,200.9,0.0,220.3,0.0,221.8,0.0,216.3,0.0,223.4,0.0,188.4,0.0,167.8,0.0,162.9,0.0,161.2,0.0,171.8,0.0,172.4,0.0,158.8,0.0,166.3,0.0,178.1,0.0,168.5,0.0,173.0,0.0,165.2,0.0,186.0,0.0,185.2,410.3,168.6,379.6,160.6,354.0,159.4,341.8,138.1,297.8,158.4,343.4,148.6,332.7,154.5,346.0,156.1,351.3,163.3,386.9,164.1,390.6,164.0,523.6,161.8,516.6,153.1,525.2,139.2,498.3,144.8,601.4,140.4,639.3,129.2,680.4,126.7,711.1,127.7,536.3,124.9,485.6,120.8,389.6,130.4,374.4,132.9,411.0,116.6,371.0,123.1,369.9,108.8,307.7,107.1,298.3,106.7,330.2,103.3,274.0,101.7,300.1,93.3,281.8,104.9,304.9,104.1,349.6
"농림업",농업,농업총계,축잠업,소계,소계,소계,소계,10.9,0.0,12.5,0.0,10.3,0.0,9.2,0.0,14.0,0.0,15.6,0.0,14.0,0.0,16.6,0.0,20.9,0.0,26.6,0.0,14.8,0.0,22.5,0.0,25.2,0.0,30.0,0.0,31.6,0.0,26.6,0.0,28.9,0.0,33.7,0.0,45.6,0.0,47.6,0.0,53.3,0.0,52.3,0.0,46.1,0.0,45.4,0.0,48.4,3468.3,48.4,3953.2,52.3,4433.5,55.0,4632.4,62.0,5068.6,60.8,5312.7,65.5,5962.3,71.3,6934.2,73.2,6903.1,73.2,7514.9,67.5,7936.7,73.2,8082.4,70.5,8312.0,74.4,9051.9,76.5,8869.6,73.0,10839.9,75.0,11767.2,77.4,11676.3,80.0,11277.3,87.1,13592.9,89.8,16484.0,93.5,17471.4,77.1,15041.4,96.1,16093.7,91.5,16312.2,90.0,18874.6,90.9,19211.6,92.0,19298.5,91.9,20177.5,96.1,19781.5,99.6,19923.3,99.0,20365.9,101.4,24597.6,102.3,25242.2
"농림업",농업,농업총계,축잠업,축산업,소계,소계,소계,10.9,0.0,12.6,0.0,10.3,0.0,9.2,0.0,14.0,0.0,15.6,0.0,14.0,0.0,16.6,0.0,20.9,0.0,26.7,0.0,14.9,0.0,22.5,0.0,25.3,0.0,30.0,0.0,31.7,0.0,26.6,0.0,29.0,0.0,33.7,0.0,45.6,0.0,47.7,0.0,53.4,0.0,52.4,0.0,46.2,0.0,45.5,0.0,48.5,3433.2,48.5,3922.9,52.4,4407.1,55.0,4611.9,62.1,5057.0,60.9,5305.4,65.6,5960.6,71.4,6934.1,73.3,6903.1,73.3,7514.9,67.6,7936.6,73.3,8082.4,70.6,8312.0,74.5,9051.9,76.6,8869.6,73.1,10839.9,75.1,11767.2,77.5,11676.3,80.1,11277.3,87.2,13592.9,89.6,16484.0,93.4,17471.4,76.8,14990.9,95.9,16022.5,91.3,16232.8,89.7,18781.9,90.6,19125.7,91.8,19229.7,91.8,20122.7,96.0,19730.7,99.5,19873.1,99.0,20347.2,101.5,24579.7,102.4,25224.2
"농림업",농업,농업총계,축잠업,축산업,가축,소계,소계,12.8,0.0,14.6,0.0,11.6,0.0,10.1,0.0,15.4,0.0,17.3,0.0,15.1,0.0,18.2,0.0,23.6,0.0,30.5,0.0,15.2,0.0,24.6,0.0,27.2,0.0,32.2,0.0,33.8,0.0,26.8,0.0,28.4,0.0,34.4,0.0,47.6,0.0,49.2,0.0,55.7,0.0,53.4,0.0,44.0,0.0,40.6,0.0,43.8,2323.1,43.8,2798.7,48.0,3286.2,51.6,3412.4,59.0,3828.7,57.6,3997.8,62.9,4455.3,68.5,5274.8,72.2,5202.5,71.6,5525.0,63.0,5737.8,68.9,5863.8,63.6,5793.9,66.5,6432.0,70.0,6363.8,68.4,8106.0,69.0,8814.9,72.2,9014.6,75.3,8508.6,83.6,10357.0,86.7,12946.7,89.2,13752.2,71.2,11277.1,94.4,12123.7,88.7,12040.4,85.5,14158.2,86.0,14533.1,88.7,14869.3,91.0,15394.4,96.2,15944.5,98.1,15625.4,99.7,16268.9,102.3,19451.3,101.4,19889.3
"농림업",농업,농업총계,축잠업,축산업,가축,한육우,소계,25.2,0.0,24.6,0.0,21.6,0.0,17.2,0.0,30.3,0.0,36.6,0.0,28.0,0.0,36.7,0.0,48.6,0.0,66.5,0.0,24.7,0.0,40.1,0.0,51.4,0.0,55.9,0.0,48.8,0.0,41.6,0.0,40.4,0.0,48.2,0.0,68.3,0.0,83.4,0.0,96.7,0.0,87.8,0.0,50.9,0.0,36.4,0.0,49.0,801.0,54.2,922.4,60.7,1164.1,62.0,1244.7,77.0,1407.0,74.6,1472.5,81.7,1775.6,93.5,2105.0,95.4,2107.3,83.5,1836.0,60.0,1778.3,57.7,1878.8,48.4,1699.7,47.9,2136.3,57.8,2463.3,62.1,2893.7,64.2,3147.9,73.5,3273.5,77.0,3447.8,91.3,3547.6,94.0,4094.8,96.9,4863.3,83.8,3052.7,102.9,3473.0,89.0,3682.3,83.3,4285.3,84.6,4707.7,83.1,5057.0,87.0,4663.7,89.6,5091.8,95.3,5653.0,98.6,5992.2,106.1,7236.9,108.7,6334.1
"농림업",농업,농업총계,축잠업,축산업,가축,한육우,한우,26.4,0.0,25.8,0.0,22.6,0.0,18.0,0.0,31.7,0.0,38.3,0.0,29.3,0.0,38.4,0.0,50.9,0.0,69.6,0.0,25.8,0.0,42.0,0.0,53.9,0.0,58.5,0.0,51.1,0.0,43.6,0.0,42.3,0.0,50.5,0.0,71.6,0.0,87.3,0.0,101.3,0.0,92.0,0.0,53.3,0.0,38.1,0.0,51.3,801.0,56.7,922.4,63.5,1164.1,65.0,1244.7,80.6,1407.0,78.1,1472.5,85.6,1775.6,97.9,2105.0,100.0,2107.3,87.4,1836.0,62.8,1778.3,60.4,1878.8,50.7,1699.7,50.2,2136.3,60.6,2463.3,56.3,2893.7,59.6,3147.9,68.4,2835.6,74.2,3115.6,89.1,3281.9,92.0,3805.4,95.9,4582.0,84.0,2839.3,103.6,3263.0,90.5,3506.2,84.4,4025.5,83.7,4440.9,82.3,4811.0,86.9,4438.8,89.3,4826.1,95.3,5400.6,98.5,5724.6,106.2,6899.0,109.3,6028.9
"농림업",농업,농업총계,축잠업,축산업,가축,한육우,육우,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,184.7,0.0,160.7,0.0,180.8,437.9,136.6,332.2,136.4,265.7,136.1,289.4,116.3,281.3,79.6,213.4,89.7,210.0,57.2,176.1,59.9,259.8,103.0,266.8,100.6,246.0,88.2,224.9,94.6,265.8,94.5,252.3,101.0,267.6,104.5,337.9,96.9,305.2
"농림업",농업,농업총계,축잠업,축산업,가축,젖소,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,57.3,0.0,57.3,0.0,76.8,0.0,88.3,0.0,119.2,0.0,142.4,0.0,119.6,0.0,185.5,0.0,206.1,0.0,212.9,0.0,163.0,0.0,187.4,0.0,185.5,0.0,174.3,0.0,179.9,0.0,196.8,151.0,194.9,135.5,187.4,156.0,364.7,356.2,425.6,337.4,347.4,208.2,355.8,247.4,356.8,216.7,159.4,62.7,217.5,71.4,147.3,63.7,160.7,71.9,148.0,71.3,166.8,72.0,123.1,37.9,130.5,34.2,119.3,31.8,118.7,36.9,107.1,34.0,105.7,30.2,107.5,40.7,80.8,24.1,22.5,-19.0,119.7,76.7,93.8,59.4,114.1,50.6,88.9,30.6,95.5,48.3,82.1,34.5,98.3,61.9,96.8,67.4,107.1,78.6,96.2,58.2,91.0,57.5
"농림업",농업,농업총계,축잠업,축산업,가축,돼지,소계,7.7,0.0,12.2,0.0,8.0,0.0,7.9,0.0,8.9,0.0,7.7,0.0,9.9,0.0,9.4,0.0,11.7,0.0,11.7,0.0,11.0,0.0,19.1,0.0,15.8,0.0,22.5,0.0,32.5,0.0,22.7,0.0,26.6,0.0,33.1,0.0,46.0,0.0,37.1,0.0,40.2,0.0,41.2,0.0,50.7,0.0,55.4,0.0,51.7,875.4,46.0,1173.8,49.5,1363.1,54.6,1250.9,55.9,1316.0,54.4,1358.5,58.9,1406.6,59.8,1901.3,63.4,1960.1,72.2,2390.2,71.1,2686.9,75.3,2372.0,81.8,2692.3,86.0,2918.4,85.7,2681.2,78.9,3666.8,74.6,3758.6,74.1,3609.3,76.7,3319.7,73.3,4085.3,79.5,5473.4,82.1,5322.7,50.3,4544.6,87.1,5348.2,89.0,5009.5,87.4,6615.2,88.6,6967.1,92.3,6756.5,93.1,7338.0,100.3,7118.5,98.0,6392.4,99.9,7177.5,102.1,8478.5,101.8,9649.6
"농림업",농업,농업총계,축잠업,축산업,가축,염소(산양포함),소계,10.9,0.0,14.1,0.0,9.4,0.0,7.5,0.0,20.8,0.0,18.6,0.0,20.4,0.0,22.6,0.0,26.7,0.0,35.1,0.0,47.4,0.0,46.0,0.0,42.7,0.0,33.6,0.0,33.1,0.0,30.6,0.0,33.4,0.0,33.4,0.0,42.6,0.0,62.6,0.0,61.1,0.0,48.3,0.0,35.2,0.0,27.5,0.0,22.9,9.2,34.6,14.1,42.6,27.9,56.6,31.0,79.6,73.5,86.5,62.9,85.9,67.4,90.7,61.8,85.0,56.3,77.3,45.2,69.3,54.0,186.7,123.6,58.4,48.9,60.0,58.4,54.2,45.4,59.4,57.8,74.8,72.9,74.8,61.2,81.4,66.6,68.5,64.0,52.0,54.6,47.8,50.2,43.0,75.4,41.3,64.4,47.4,79.3,41.0,95.8,37.4,75.8,37.7,67.2,51.9,79.7,43.2,59.5,90.2,124.4,110.7,152.6,99.1,177.5,77.9,167.2
"농림업",농업,농업총계,축잠업,축산업,가축,사슴,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,99.8,0.0,115.0,0.0,132.4,0.0,162.3,0.0,184.6,0.0,221.1,20.4,234.1,23.7,258.9,27.0,173.8,14.6,201.7,18.1,223.5,18.1,254.3,23.5,398.8,9.1,368.9,19.2,374.7,11.4,394.5,13.8,3057.0,105.6,225.7,18.8,243.8,25.9,256.4,21.4,296.5,26.3,291.6,29.6,350.2,34.6,269.1,13.3,478.2,28.8,193.3,11.5,379.8,23.1,440.6,27.7,214.4,16.1,269.9,22.4,210.2,20.5,164.3,18.7,163.9,22.5,151.0,22.0,158.2,21.9,71.9,11.8,133.3,23.2,94.8,15.9,127.4,23.8
"농림업",농업,농업총계,축잠업,축산업,가축,토끼,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,47.4,-,43.7,-,19.5,-,9.0,-,8.0,-,7.3,-,6.2,-,6.5,-,7.7,-,8.5,-,11.8,-,16.8,-,17.6,-,16.6,-,14.1,-,15.9,-,12.0,-,14.2,-,11.9,-,12.0,-,12.8,-,14.8,-,13.3,-,10.2,-,10.5,-,9.5,-,9.6,-,7.1,-,5.1,-,5.0,-,4.8,-,4.5,-,4.1,-,-
"농림업",농업,농업총계,축잠업,축산업,가축,닭,소계,0.8,0.0,1.1,0.0,1.4,0.0,2.3,0.0,2.3,0.0,2.7,0.0,3.1,0.0,3.4,0.0,3.4,0.0,3.4,0.0,5.4,0.0,6.2,0.0,4.8,0.0,8.7,0.0,8.0,0.0,7.9,0.0,8.2,0.0,10.0,0.0,10.7,0.0,10.1,0.0,11.4,0.0,15.8,0.0,17.4,0.0,16.9,0.0,17.0,396.7,18.9,445.9,22.8,506.4,23.2,483.8,23.9,549.9,24.7,750.9,26.3,772.7,27.7,768.6,44.2,772.9,41.9,857.5,41.3,768.0,45.3,820.8,40.2,863.3,41.3,729.4,44.4,641.2,43.6,947.6,50.3,1113.2,53.0,1330.0,58.7,1027.5,59.3,1429.4,68.0,2023.0,73.0,2146.0,76.4,2186.0,80.1,2090.0,76.9,2171.2,83.4,2023.8,84.6,1909.5,85.9,1998.6,94.4,2376.7,99.2,2259.0,100.3,2102.6,99.4,2027.0,100.3,2274.3,96.6,2581.3
"농림업",농업,농업총계,축잠업,축산업,가축,오리,소계,0.2,0.0,0.2,0.0,0.2,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.7,0.0,0.8,0.0,2.2,0.0,2.5,0.0,1.5,0.0,1.2,0.0,1.1,0.0,1.5,0.0,1.2,0.0,1.5,0.0,1.3,0.0,1.6,0.0,3.0,0.0,3.4,0.0,3.1,0.0,2.8,20.1,7.4,37.5,3.6,20.1,4.0,21.2,17.2,116.9,21.0,117.4,27.8,153.6,36.5,203.6,39.8,216.3,42.7,304.8,57.5,361.4,69.2,474.4,66.8,382.0,83.1,475.0,80.4,459.5,76.4,463.7,87.8,649.0,81.9,648.0,82.1,582.4,150.2,1154.4,131.6,1232.3,126.0,1305.9,129.8,1396.6,126.6,1045.1,111.7,1005.7,93.0,1057.5,84.3,814.1,107.5,912.1,98.2,874.7,107.1,1326.9,112.1,1269.1,101.6,813.4,86.3,1206.0,70.2,1075.7
"농림업",농업,농업총계,축잠업,축산업,축산물,소계,소계,3.5,0.0,4.9,0.0,5.2,0.0,5.8,0.0,8.7,0.0,9.1,0.0,9.6,0.0,10.7,0.0,10.6,0.0,12.2,0.0,13.7,0.0,14.7,0.0,17.9,0.0,21.9,0.0,23.4,0.0,25.6,0.0,31.1,0.0,31.1,0.0,38.2,0.0,41.7,0.0,44.5,0.0,48.2,0.0,54.5,0.0,64.0,0.0,66.4,1110.2,66.2,1124.2,69.0,1120.9,68.3,1199.5,73.6,1228.3,73.5,1307.7,76.1,1505.3,82.5,1659.3,77.6,1700.5,79.8,1989.8,85.0,2198.8,90.1,2218.6,97.2,2518.1,105.3,2620.0,101.6,2505.7,90.9,2733.9,98.3,2952.3,97.7,2661.8,98.5,2768.7,101.0,3235.9,100.7,3537.3,109.2,3719.1,98.2,3713.8,101.7,3898.8,101.0,4192.4,105.5,4623.7,108.5,4592.6,103.6,4360.4,94.9,4728.3,95.2,3786.1,105.1,4247.7,96.6,4078.3,98.3,5128.3,105.9,5334.9
"농림업",농업,농업총계,축잠업,축산업,축산물,계란,소계,6.0,0.0,9.0,0.0,9.4,0.0,10.5,0.0,16.9,0.0,17.1,0.0,17.7,0.0,19.4,0.0,17.4,0.0,19.2,0.0,20.9,0.0,21.2,0.0,24.7,0.0,30.6,0.0,30.6,0.0,32.8,0.0,32.0,0.0,31.4,0.0,34.4,0.0,34.4,0.0,37.5,0.0,42.0,0.0,45.8,0.0,50.3,0.0,48.2,380.5,49.8,407.6,53.4,368.2,53.7,446.4,56.7,395.7,55.8,469.2,57.5,562.8,65.2,636.2,60.5,634.4,63.0,778.3,58.5,654.7,60.5,651.2,67.0,827.6,67.9,731.8,63.7,695.0,64.3,988.3,71.7,1085.3,74.8,867.4,75.7,853.7,75.5,1158.6,80.7,1359.0,82.3,1340.9,79.8,1559.9,84.2,1366.2,87.6,1639.4,91.6,1807.2,102.4,1836.9,108.1,1707.2,86.5,2100.4,95.7,1277.5,101.3,1410.5,103.0,1633.8,95.8,2470.4,113.2,2593.6
"농림업",농업,농업총계,축잠업,축산업,축산물,오리알,소계,26.8,0.0,38.3,0.0,50.5,0.0,43.1,0.0,70.7,0.0,75.1,0.0,79.6,0.0,42.3,0.0,70.9,0.0,155.3,0.0,97.5,0.0,119.6,0.0,149.4,0.0,88.4,0.0,78.1,0.0,68.7,0.0,92.0,0.0,69.3,0.0,99.0,0.0,79.7,0.0,89.6,0.0,93.0,0.0,107.3,0.0,118.3,0.0,87.9,1.3,200.8,3.1,135.8,2.2,138.4,5.0,27.7,1.7,34.8,2.1,46.2,3.5,337.0,15.2,377.1,34.1,403.4,36.5,543.1,49.1,586.0,53.0,622.0,65.6,793.9,83.7,769.7,69.6,719.7,75.9,832.3,87.8,782.6,49.5,786.8,83.0,1165.2,122.8,1174.1,123.8,1144.3,120.6,175.1,18.5,171.7,18.1,144.0,15.2,117.2,12.4,110.7,11.7,104.9,11.1,104.0,11.0,115.0,12.1,101.2,10.7,107.7,11.4,91.1,9.6,105.1,11.1
"농림업",농업,농업총계,축잠업,축산업,축산물,메추리알,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,26.0,7.1,28.5,7.8,29.6,8.1,34.9,6.8,37.7,7.4,39.2,7.6,42.9,8.4,47.3,9.2,50.6,19.7,49.1,19.1,48.7,14.2,50.3,17.7,44.5,17.3,44.5,17.3,46.4,18.1,45.9,17.9,63.9,24.9,62.0,29.0,96.6,50.8,99.6,58.2,77.4,45.3,90.3,58.1,96.5,56.4,87.4,51.1,78.0,51.7,81.2,53.8,85.3,56.5,101.6,67.3,114.7,76.0,109.7,70.5,114.2,73.5,92.9,59.7,92.9,58.8,91.4,84.6
"농림업",농업,농업총계,축잠업,축산업,축산물,우유,소계,0.5,0.0,0.7,0.0,0.9,0.0,1.2,0.0,1.7,0.0,2.5,0.0,3.2,0.0,3.9,0.0,5.1,0.0,6.1,0.0,7.9,0.0,9.7,0.0,12.8,0.0,15.6,0.0,18.5,0.0,22.0,0.0,24.9,0.0,28.0,0.0,34.6,0.0,40.8,0.0,48.9,0.0,56.1,0.0,65.0,0.0,79.3,0.0,85.6,641.3,85.1,637.7,84.6,651.1,88.0,693.2,90.3,732.1,93.2,755.3,97.1,855.6,102.1,945.0,96.4,962.2,98.5,1090.6,109.0,1391.2,109.5,1351.7,113.7,1429.1,123.3,1572.9,115.0,1478.9,109.6,1515.7,108.3,1551.3,105.8,1521.3,106.3,1551.2,103.9,1604.1,102.5,1738.4,100.7,1693.4,92.3,1651.7,102.6,2011.8,101.7,2074.2,107.6,2338.0,105.4,2285.1,100.6,2175.1,100.0,2128.0,99.2,2131.4,99.6,2151.9,101.5,2196.0,98.9,2160.5,96.0,2138.9
"농림업",농업,농업총계,축잠업,축산업,축산물,벌꿀,소계,9.1,0.0,9.7,0.0,9.1,0.0,10.2,0.0,9.2,0.0,8.2,0.0,8.4,0.0,8.8,0.0,10.3,0.0,13.2,0.0,12.5,0.0,13.2,0.0,14.9,0.0,19.7,0.0,21.5,0.0,17.1,0.0,70.3,0.0,56.2,0.0,88.0,0.0,93.7,0.0,63.5,0.0,44.0,0.0,48.0,0.0,56.9,0.0,56.0,71.5,44.4,56.0,65.4,80.3,34.1,38.1,72.3,80.6,57.5,61.2,55.7,58.5,57.2,44.0,51.9,39.9,51.9,57.9,71.5,79.7,120.1,133.1,149.2,165.3,181.4,201.0,206.7,230.7,105.9,126.2,161.2,192.0,155.3,184.9,145.6,215.1,173.5,225.9,155.9,202.9,260.6,433.2,218.4,362.9,182.2,403.9,166.2,368.2,166.6,369.2,160.9,356.7,97.6,352.7,102.1,371.1,67.0,259.7,155.7,562.0,35.1,139.2,109.1,390.0,132.2,466.7
"농림업",농업,농업총계,축잠업,축산업,축산물,녹용,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,6.8,0.0,8.2,0.0,9.6,0.0,12.3,0.0,13.7,0.0,13.7,7.7,19.2,10.7,19.2,9.2,21.9,9.0,24.7,10.1,28.8,11.2,32.9,14.0,38.4,9.7,38.4,10.2,50.7,7.4,56.2,9.8,61.6,12.2,67.1,13.2,68.5,13.2,68.5,13.5,68.5,10.0,67.1,11.0,60.3,9.7,109.6,15.0,175.3,66.3,179.4,67.9,184.9,73.0,160.3,64.3,127.4,47.7,116.4,43.8,108.2,43.2,114.4,45.8,117.6,47.0,103.1,41.8,83.1,34.9,103.8,39.2,99.5,38.2,96.8,39.0,95.1,40.1
"농림업",농업,농업총계,축잠업,양잠,소계,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,228.7,0.0,220.9,0.0,255.9,50.5,255.9,71.1,254.8,79.4,291.8,92.7,272.0,86.0,228.9,68.8,199.1,54.8,172.3,50.8,168.4,50.2,67.4,18.7,64.1,18.0,62.4,18.0
"농림업",농업,농업총계,축잠업,양잠,양잠산물,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,224.6,0.0,198.1,0.0,207.6,11.7,262.8,18.4,198.5,15.9,212.3,14.7,193.0,12.8,151.8,10.6,125.5,9.2,77.7,8.1,113.5,9.9,93.9,8.3,92.6,8.3,86.7,7.9
"농림업",농업,농업총계,축잠업,양잠,오디,소계,소계,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,230.5,0.0,231.0,0.0,277.2,38.8,252.9,52.8,279.6,63.6,326.6,78.0,306.7,73.2,262.7,58.3,231.4,45.7,213.8,42.7,192.6,40.3,55.8,10.4,51.6,9.6,51.7,10.1
